site	x	y	road_len	area	rd_dens	prec_mean	prec_sd	prec_cv	Ave_catchment_order	Ave_river_protect	Ave_imperviousness	Ave_natural_cover	Ave_pressure_sum	ave_logNconcen	mean_C_percent	mid_pH	masr	mat	elev	ALP	BG	BGC	BGL	BL	BRock	GY	HCPYB	HCYB	ice	IRENYB	IYBBL	IYBLRE	IYBLYB	IYBRE	IYGRE	IYGYB	lake	LIT	MSoil	OR	POD	PYB	PYBL	PYBP	PYBP/YBL	R/YP/YBL	RE	RE/YBP	REND	rive	RL	SAGY	SAOR	SKele	town	UYB	UYG	YB	YBL	YBL/YB	YBP	YBP/YBL	YBS	YBST	YG	artificial2	bare2	water2	cropland2	grassland2	scrub2	forest2	artificial3	bare3	water3	cropland3	grassland3	scrub3	forest3	bare	scrub	exotic_grassland	ind_forest	tussock	plantations	urban	freshwater	marine	high_alt	low_alt	urbanised	aquatic_veg	Alpine Grass/Herbfield	Broadleaved Indigenous Hardwoods	Built-up Area (settlement)	Coastal Sand and Gravel	Deciduous Hardwoods	Depleted Grassland	Exotic Forest	Fernland	Flaxland	Forest - Harvested	Gorse and/or Broom	Gravel and Rock	Herbaceous Freshwater Vegetation	High Producing Exotic Grassland	Indigenous Forest	Lake and Pond	Landslide	Low Producing Grassland	Mangrove	Manuka and/or Kanuka	Matagouri or Grey Scrub	Mixed Exotic Shrubland	Orchard Vineyard & Other Perennial Crops	Permanent Snow and Ice	River	Short-rotation Cropland	Sub Alpine Shrubland	Surface Mines and Dumps	Tall Tussock Grassland	Transport Infrastructure	Urban Parkland/Open Space	Richness	Rapaport node
PAH	172.8290784145447	-42.79722912650299	17325.06	14981.15	0.109808654	1089.21	229.08	0.21	3.19047619	0.287971429	0.007359824	0.466158538	0.645507095	0.151243583	13.09333295	5.577777667	13.8921003	11.3957005	175	0	0	212.7520625	0	0	0	0	0	4823.156045	0	0	0	0	0	0	0	1452.141675	0	0	0	0	0	0	0	0	0	0	5323.460672	0	0	3708.888053	0	0	0	0	0	4504.954919	0	9042.175431	0	0	0	0	0	0	6614.637284	0	1610.122319	1.012975065	156.8797549	8431.477902	3875.685798	905.9712462	0	1613.92	1	157.04	8559.1	3781.28	868.84	1301.38	3562.72	4260.46	1221.84	4455.68	178.1	0	1	0	3232.48	3052.6	0	0	312.54	0.47	0	0	169.54	0.72	8.56	0	0	0	68.75	1299.49	0	4103.42	690.74	1	1.89	3052.6	0	3493.97	0	0	0	0	0	157.04	218.09	0	1402.36	0	0	405	5
PAW	172.93885692052422	-43.7341698659298	5083.59	314.35	1.027760506	934.07	21.83	0.023	2.5	0.329725	0.023804275	0.156313075	0.5376965	0.2815212	18.3999996	5.48000002	12.9651003	11.7151003	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1101.528969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1728.547029	0	0	0	0	0	0	0	0	0	0	0	0	0	234.1497691	74.888919	5.308997405	0	0	0	0	234.54	74.58	5.2	0	15.44	232.16	59.86	2.38	4.48	0	0	0	0	2.38	0	0	0	59.14	0	0	1.76	0	2.72	0	0	0	0	0	0	232.16	0.72	0	0	2.38	0	15.44	0	0	0	0	0	0	0	0	0	0	0	1036	5
PB	174.91178284721173	-37.00166096198252	5424.88	143.55	3.870426655	1091	5.74	0.005	3.2	0.04052	0.3497246	0.06809478	0.4962014	0.835857535	18.5874996	5.049999825	12.3746996	14.5213003	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1302.196313	83.5073125	0	0	0	0	0	0	18.61298484	0	0	0	93.72502886	6.367532692	24.8435257	50.67	0	0	0	61.75	6.37	24.75	0	0	61.75	23.86	0	7.26	50.67	0	0	0	0	50.67	0	0	6.37	50.67	0	0	0	7.26	0	0	0	0	0	0	61.75	17.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2811	21
PCK	175.30048143659712	-37.8118941915786	48220.56	2533.38	2.004700422	1139.53	24.83	0.022	3.186046512	0.0902	0.108350098	0.035917593	0.516165326	1.0096495	46.82105249	4.613157742	14.0699997	14.1438999	20	0	0	0	966.1799563	0	0	67.41225625	0	0	0	0	0	0	0	0	0	0	0	0	0	88627.68921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12507.2207	0	0	0	239.2980938	0	0	0	0	0	0	442.1776414	0	2.791250952	26.51931656	1990.54359	10.61256404	60.73116996	457.13	0	2.76	29.49	1980.46	10.59	52.99	0	9.29	2006.42	50.36	3.53	3.93	457.13	2.76	0	0	3.53	457.13	0	0	1.3	396.79	0	0	0	3.93	0	0	0	0	0	0	1976.93	49.06	2.76	0	3.53	0	9.29	0	0	23.53	0	0	5.96	0	0	0	0	60.34	2247	20
PGH	176.37105800962055	-40.02407155499468	44565.07	6107.37	0.781864226	967.73	76.22	0.079	2.904761905	0.080538095	0.018116276	0.096739952	0.612703714	-0.127758	26.81555522	5.804444384	13.9561996	12.4675999	216	0	0	0	0	0	0	155.0029625	0	0	0	0	0	0	2396.806244	0	0	747.0629813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1244.432019	9388.320694	0	0	0	0	0	1426.596194	89.08991466	0	2.65005434	9.067526004	5891.161173	3.374927502	112.0243557	89.02	0	2.58	9.05	5892.82	3.3	110.6	0	3.3	5816.57	1.91	85.3	108.69	89.02	2.58	0	0	85.3	89.02	0	0	0	56.2	0	0	0	108.69	0	0	0	3.3	0	0	5807.52	1.91	2.58	0	85.3	0	0	0	0	9.05	0	0	0	0	0	0	0	32.82	919	12
PH	174.6225066039409	-36.49362148028811	105.37	25.2	0.796750486	1443	0	0	3	0.1122	0.0444289	0.190495	0.65594	-0.462261714	18.3999996	5.0999999	13.8381996	14.7735004	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374.858	0	0	0	0	0	0	0	0	0	0	0	12.47492058	0	12.72805529	0	0	0	0	12.53	0	12.67	0	0	12.53	9.87	0	2.8	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8	0	0	0	0	0	0	12.53	9.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3492	18
PHE	175.51487939622987	-37.022957929876284	567.7	342.35	0.324369222	1257.79	45.6	0.036	2.285714286	0.285328571	0.007917286	0.906252714	0.744908857	0.266169429	22.8999996	5.21999988	13.6482	14.948	7	0	0	7365.503688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.213196491	0	0	0	9.435656744	97.94614835	232.7526393	2.89	0	0	0	8.7	111.76	219	0	93.92	8.7	236.84	0	0	2.89	0	0	0	0	2.89	0	0	17.84	2.89	0	0	0	0	0	0	0	0	0	0	8.7	219	0	0	0	0	93.92	0	0	0	0	0	0	0	0	0	0	0	1185	20
PHN	174.870345726303	-36.9927674916184	65484.08	1151	6.470777035	1062.42	10.53	0.01	2.714285714	0.043642857	0.503719571	0.053174164	0.484463214	0.21329435	16.41176435	4.4294116	12.2025995	15.0684004	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18057.40564	0	0	2398.132131	167.014625	0	0	0	0	0	0	555.3085199	0	1.089959101	0	480.7753466	11.11498302	102.7085574	794.13	0	1.06	0	243.3	11.02	101.46	0	0	243.3	92.94	0	19.54	794.13	1.06	0	0	0	794.13	0	0	11.02	602.72	0	0	0	19.54	0	0	0	0	0	0	243.3	81.92	1.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191.41	2809	16
PHP	175.93900331941606	-40.05150369103649	5486.73	679.05	0.805674076	1502.77	92.33	0.061	3.333333333	0.249066667	0.015924133	0.260091883	0.5370205	-0.30116525	20.8999996	5.788888878	13.7424002	11.6934004	259	0	0	0	0	0	0	0	0	0	0	0	0	0	11.9532125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1931.3978	580.40635	0	0	0	0	0	0	0	0	0	0	616.9648225	45.18253276	16.90632229	0	0	0	0	617.28	44.96	16.82	0	6.15	617.28	53.55	0	2.08	0	0	0	0	0	0	0	0	38.81	0	0	0	0	2.08	0	0	0	0.75	0	0	617.28	14.74	0	0	0	0	5.4	0	0	0	0	0	0	0	0	0	0	0	480	12
PIR	175.13606261036728	-38.02962121603313	0	692.25	0.015020496	2190.52	13.88	0.006	3	0.207925	0.00461245	0.75602425	0.64734375	0.481307506	25.59999965	5.575000113	13.1173	12.9168997	200	0	0	4211.717869	0	454.8428063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	701.1496063	0	0	0	0	0	0	0	0	0	0	0	0	692.2519044	0	0	0	0	1.15	0	691.1	0	0	1.15	668.21	0	22.89	0	0	0	0	0	0	0	0	0	0	0	0	0	22.89	0	0	0	0	0	0	1.15	668.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1576	20
PKW	175.54166257977067	-41.07802889972978	54143.34	4912.88	1.093351841	1013.34	147.36	0.145	3.352941176	0.046052941	0.038922941	0.068767529	0.575940765	0.305941955	22.60487769	5.575609827	13.5600996	12.8716002	50	0	0	0	0	0	0	1603.262388	0	0	0	0	0	0	0	0	0	0	0	0	0	296.0586	0	0	0	0	0	0	2053.086938	0	0	0	0	0	0	0	0	0	0	1063.164686	0	0	0	0	0	7737.208623	3631.132319	0.220393516	0	5.806677371	0.986025215	4812.255072	28.87380274	64.7386885	0.22	0	5.72	60.25	4748.14	31.37	67.17	8.25	29.96	4794.25	44.23	14.14	16.1	0.22	5.72	0	0	14.14	0.22	0	0	1.41	0.22	0	0	0	16.1	0	0	8.25	4.9	0	0	4734	42.82	3.53	0	14.14	0	22.34	0	2.72	0	0	2.19	60.25	0	0	0	0	0	1997	7
PP	174.925167897065	-37.02798781027171	55957.59	3423.04	1.812079668	1123.64	12.59	0.011	3	0.054909091	0.162765764	0.167283955	0.575123636	0.547462	24.14999967	5.424999861	12.6777	14.7052002	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1827.755038	0	0	0	0	0	0	455.461075	0	0	0	0	0	0	0	0	0	0	4526.867188	1208.134769	0	0	0	0	0	0	72.29605893	0	0	52.48973499	2673.013277	126.2711587	498.9709541	143.24	0	0	56.71	2584.12	129.92	509.08	14.09	88.78	2640.83	311.93	0	224.2	143.24	0	0	0	0	123.8	0	0	41.14	123.8	0	0	0	224.2	0	0	14.09	22.72	0	0	2584.12	270.79	0	0	0	0	60.65	0	5.41	41.79	0	0	14.92	0	19.44	0	0	0	1103	20
PRN	175.43110536021044	-36.89796033345146	0	80.68	0.694046378	1292.75	9.07	0.007	1.75	0.2331	0.0146205	0.368314	0.694505	0.2413985	20.6499996	5.5	13.6065998	14.9174004	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	864.5277125	0	0	0	0	0	0	0	0	0	0	0	44.41669196	26.79498012	9.468448954	0	0	0	0	44.46	26.87	9.36	0	26.87	42.15	5.54	2.31	3.82	0	0	0	0	2.31	0	0	0	0	0	0	0	0	3.82	0	0	0	0	0	0	42.15	5.54	0	0	2.31	0	26.87	0	0	0	0	0	0	0	0	0	0	0	1188	20
PRS	172.72043090775693	-43.76428490038304	933.76	846.82	0.083303362	953.03	18.64	0.02	3	0.241975	0.005370525	0.31130775	0.50343975	0.2968	18.3999996	5.9124999	13.1332998	11.4341002	59	0	0	0	3595.795294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1369.720631	0	0	0	0	0	0	0	0	0	0	0	0	0	537.9630961	302.2142616	6.642355235	0	0	0	0	538.23	302.07	6.49	0	51.46	318.15	251.85	220.08	5.25	0	0	0	0	251.37	0	0	0	250.61	0	0	0	0	5.25	0	0	0	0	0	0	318.15	1.24	0	0	220.08	0	20.17	31.29	0	0	0	0	0	0	0	0	0	0	503	5
PU	174.91136199166124	-37.00100979083381	1776.7	111.02	5.244497299	1079.25	1.92	0.002	3	0.0347	0.363719	0.0697621	0.4989515	0.109461	12.2666664	3.1333332	12.3556004	14.5839005	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9028.702822	0	0	457.96855	0	0	0	0	0	0	0	0.00058188	0	0	0	100.8069235	0.89999168	9.311030687	1.82	0	0	0	99.13	0.87	9.21	0	0	99.13	5.97	0	4.11	1.82	0	0	0	0	1.82	0	0	0.87	1.82	0	0	0	4.11	0	0	0	0	0	0	99.13	5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3010	20
PUH	176.98099866553923	-39.825617881285936	9745.34	3483.95	0.31110099	1108.47	146.88	0.133	2.555555556	0.190133333	0.0079796	0.061669878	0.624292222	0.08687795	51.34545447	6.299999905	14.6036997	13.3455	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201.9850688	0	0	0	0	0	0	0	0	0	0	1008.036175	0	0	0	0	0	0	7289.823369	0	0.642916105	0	0	3118.340342	21.43313135	343.5296504	0	0.65	0	0	3121.48	21.26	340.51	0.65	4.87	3120.07	217.63	1.41	139.27	0	0	0	0	1.41	0	0	0	16.39	0	0.65	60.93	0	78.34	0	0	0	0	0	0	3120.07	201.24	0	0	1.41	0	0	0	4.87	0	0	0	0	0	0	0	0	0	2056	7
QLB	169.9277443539904	-44.44743349661589	24950.57	9548.49	0.239994675	679.87	123.2	0.181	3.45	0.110025	0.00458051	0.335988045	0.538828	0.5107582	14.30961501	5.676922948	14.6033001	9.6820002	453	0	0	0	0	0	0	0	0	4547.237675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3476.870541	0	0	0	0	0	0	0	0	7702.139652	1648.4266	963.94095	0	0	0	0	0	390.0140813	2558.423738	2.334525482	419.1900551	3.122044925	129.1437238	8228.008545	404.6379973	362.0545147	1.81	418.77	3.09	129.12	8046.78	395.69	553.23	254.35	395.69	787.89	192.93	7184.43	524.72	1.81	206.67	0	1925.18	4940.28	1.81	203.58	168.26	0	1.81	0	39.23	1030.54	485.49	0	0	3.84	0	245.48	203.58	658.77	24.67	3.09	5.03	4642.45	0	13.83	297.83	84.03	0	0	0	129.12	0	0	1511.44	0	0	1067	4
RED	173.09526569079446	-41.30208503877241	21257.49	1581.1	1.250848293	901.88	13.44	0.015	2.5	0.058325	0.056065475	0.038925858	0.601876	0.117950333	9.8999996	5.069230815	15.1905003	12.8683996	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	555.9410269	0	2622.023311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409.3488375	0	0	0	0	0	0	0	6.562324615	0	1.815572024	144.1730868	1011.865339	27.2800295	389.4078898	6.47	0	1.71	143.97	1012.26	67.56	349.16	17.1	56.65	1156.23	132.09	0	210.88	6.47	1.71	0	0	0	0	0	0	10.91	0	0	2.12	0	208.76	0	0	17.1	56.65	0	0	1012.26	121.18	1.71	0	0	0	0	0	0	143.97	0	0	0	0	0	0	6.47	0	1560	7
RES	173.20211806850907	-41.335179190885114	11810.13	310.58	3.33447051	1023.8	15.5	0.015	2.222222222	0.121855556	0.239202844	0.052766756	0.458967111	-0.782497464	14.79230732	5.746153869	14.9398003	12.9349003	7	0	0	0	0	0	0	568.4627625	0	0	0	944.1061875	0	0	0	0	0	767.7513664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137.1593125	0	0	1044.962363	0	0	0	0	0	173.4277875	0	75.54746437	0	0	3.719991127	124.0345678	46.03137496	61.24782802	149.23	0	0	0.83	41.37	57.94	61.18	0	36.9	42.2	22.52	0	59.7	149.23	0	0	0	0	149.09	0	0	21.04	143.61	0	0	0	59.7	0	0	0	35.87	0	0	41.37	1.48	0	0	0	0	1.03	0	0	0.83	0	0	0	0	0	0	0.14	5.48	2387	7
RG	176.04424580738458	-39.627652016810416	98438.84	80088.67	0.118618496	1640.44	631.77	0.385	3.108695652	0.439453986	0.001446909	0.858294525	0.676793609	0.00654965	12.8067235	5.595135838	13.5171003	10.5004997	440	0	0	0	0	0	6892.7238	61.020625	0	0	0	0	0	0	0	0	0	0	0	0	0	102.2527	0	0	0	0	0	1177.136256	474.597975	4099.616719	0	0	0	0	0	0	0	0	0	198125.6183	33911.23738	0	44607.14206	6441.031525	0	0	0	2.589429573	479.6150408	283.0581627	0	42321.00388	18407.46238	18594.94519	2.55	474.45	282.99	0	42281.97	18423.53	18623.24	548.88	12507.24	24118.35	23592.51	18061.94	872.59	2.55	384.67	0	22475.85	1158.46	2.55	101.68	0	722.69	0	0	14.34	110.28	858.25	0	0	74.43	262.65	470.18	101.68	24118.35	17676.22	0.49	4.27	1139.59	0	12225.72	18.87	0	0	0	282.5	0	5193.6	0	16812.07	0	2.55	553	11
RH	174.5357421234273	-36.7359823654909	6449.89	390.12	1.803555965	1201	6.71	0.006	3.5	0.030475	0.100216625	0.04914985	0.581417	0.1755309	13.1499996	5.949999988	13.1539001	14.4582005	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1675.685317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228.44035	0	0	0	0	0	0	9.328928164	0	0	0	4.498858218	0.242892465	376.0446615	10.09	0	0	0	3.65	0.23	376.15	25.45	0.23	3.65	0	0	350.7	10.09	0	0	0	0	0.78	0	0	0	0.78	0	0	0	350.7	0	0	25.45	0	0	0	3.65	0	0	0	0	0	0.23	0	0	0	0	0	0	0	0	0	9.31	0	3541	21
RHP	176.864034902278	-39.62739552794969	31881.21	344.84	7.288391113	601.07	2.4	0.004	3.333333333	0.0278	0.405751333	0.003304867	0.423351	-0.376031717	46.66666667	4.5	14.7056999	13.6120005	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	637.3643	0	0	0	0	0	0	0	1378.330125	0	0	0	0	0	0	0	0	0	0	330.09162	0	0	3.320841987	10.74889122	0	0.676263644	339.83	0	0	4.37	0	0	0.65	0	0	4.37	0	0	0.65	339.83	0	0	0	0	339.83	0	0	0	305.16	0	0	0	0.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.37	0	0	0	0	0	0	0	34.67	1762	7
RMW	175.80694152960237	-39.809456232488145	706175.64	272320.1	0.315515667	1310.14	509.84	0.389	3.181340342	0.365656373	0.006823431	0.670665203	0.645080478	-0.375701761	14.82796982	5.613327457	13.8971004	11.7189999	263	0	0	0	0	0	15256.01114	122.04125	0	0	0	0	0	0	0	0	0	27718.32878	0	0	0	2573.270463	0	0	0	0	0	25472.51815	13657.89691	11427.28442	0	0	0	0	502.08665	0	1509.042038	0	0	355389.463	139067.1764	0	60062.12601	6783.754494	0	0	1199.041919	428.8651745	2503.51593	1200.280014	26.56909286	168477.8871	41050.67323	58632.31435	486.1	2482.14	1199.97	48.74	168392.83	41089.19	58621.22	2582.04	22324.19	112336.34	73712.28	54548.14	3614.6	486.1	2716.5	0	67080.6	3167.71	464.65	1557.09	0	5534.77	329.38	0	927.09	137.62	2687.51	128.85	40.56	99.9	676.07	2117.06	1516.53	112287.6	54906.72	567.86	365.08	2717.77	0	20588.57	449.94	440.2	4.11	0	632.11	44.63	13270.79	2	51692.75	19.45	135.27	363	11
RUA	177.48315130030872	-38.81572290728947	68004.39	52525.37	0.133133069	1997.57	545.49	0.273	3.131578947	0.22375	0.002155984	0.732242046	0.724688658	-0.061461925	14.57688408	5.792462306	14.5579996	13.6046	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37992.57992	0	0	267.1081862	0	0	0	0	0	0	0	0	0	0	9410.494041	0	0	7776.478607	0	0	0	0	0	35.37165633	205.027528	0	19042.52903	3873.762738	29368.67907	0	34.97	204.46	0	18631.49	4258.89	29395.48	34.97	2295.34	18314.53	31074.64	316.96	284.39	0	204.46	0	0	316.96	0	0	0	1963.55	0	0	4.4	0	279.99	11.19	0	0	217.68	0	0	18314.53	29111.09	8.81	34.97	316.96	0	2066.47	0	0	0	0	195.65	0	0	0	0	0	0	1683	12
SEL	171.89517415820015	-43.4575251400765	21420.2	16348.24	0.196968108	967.5	2.5	0.003	3.305555556	0.218691667	0.010072439	0.251767906	0.5539145	0.3867	13.63382315	5.416176334	13.5633001	10.9391003	299	0	0	0	0	0	0	0	0	12418.18156	0	0	0	0	0	0	0	4802.901835	0	0	0	0	0	0	0	0	0	0	1540.933931	0	0	319.9129375	0	0	0	0	0	9625.797273	0	7251.425458	0	0	0	0	0	4622.878515	4093.564288	0	90.79935842	0.088124877	0	11549.99576	1099.527135	3607.834019	0	72.75	19.13	0	10878.84	1137.05	4240.47	72.75	763.72	4706.44	2463.16	6172.4	2150.64	0	19.13	0	1286.23	5305.23	0	0	0	83.93	0	0	30.08	0	2120.56	0	0	0	503.07	72.75	0	4706.44	2089.83	0.08	0	5248.32	0	203.74	56.91	0	0	0	19.05	0	289.4	0	924.08	0	0	717	5
SH	174.83699712431687	-36.614243804619846	0	50.3	0.489702106	948	0	0	1	0.096	0.005556	0.234444	0.7194	0.64178075	10.7999997	4.04999995	13.5058002	15.8523998	0	0	0	0	0	0	62.06125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.9288	0	86.1028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277.76595	0	0	0	0	0	0	0	0	0	0	0	45.68674812	3.663680069	0	0	0	0	0	46.26	3.63	0	0	0.62	46.26	3.01	0	0	0	0	0	0	0	0	0	0	3.01	0	0	0	0	0	0	0	0	0	0	0	46.26	0	0	0	0	0	0.62	0	0	0	0	0	0	0	0	0	0	0	3445	16
SKL	172.84962259191747	-42.77052983275946	4662.58	2926.65	0.326840937	606.47	108.24	0.178	3.25	0.1162625	0.010483538	0.106073838	0.57156075	-0.3759207	16.1999996	6.38999991	13.9378004	11.3593998	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1804.418563	0	576.4409411	0	0	0	0	0	0	0	0	612.0637375	0	0	0	0	0	0	4187.192721	16.22852223	0	0	203.5921116	2580.989959	75.02581283	50.81728147	16.35	0	0	203.6	2581.53	74.66	50.52	0	74.66	1692.05	0	1093.08	50.52	16.35	0	0	0	1093.08	16.35	0	0	0	0	0	20.16	0	30.36	0	0	0	55.78	0	0	1488.45	0	0	0	1093.08	0	18.88	0	0	0	0	0	203.6	0	0	0	0	16.35	518	5
SP	175.16261634807358	-37.03243130274271	3814.54	227.12	0.954398811	1547.5	24.6	0.016	3	0.227925	0.027725925	0.46753025	0.52522025	0.0949794	15.0249996	5.499999813	12.6255999	12.4322004	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1023.663513	0	0	0	0	0	0	0	0	0	0	0	0	5.305856336	221.8098958	0	0	0	0	0	5.3	221.82	0	0	0	9.88	0	217.24	0	0	0	0	0	0	0	0	5.3	0	0	0	0	217.24	0	0	0	0	0	0	0	4.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1972	20
SPR	170.02243658468456	-44.33913939300891	663.99	1069.38	0.102407955	546.63	23.16	0.042	3.4	0.05956	0.00540448	0.12928176	0.4578236	0.136905759	16.0249996	5.699999925	14.6859999	9.3374004	501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1364.763469	0	9072.244319	0	0	0	0	0	0	0	0	0	0	0	1037.598582	29.48882237	2.296045331	0	0	0	0	1037.84	29.3	2.24	0	29.3	21.91	0	1015.93	2.24	0	0	0	0	130.15	0	0	0	0	0	0	2.24	904.05	0	0	0	0	0	0	0	21.91	0	0	0	111.88	0	0	18.27	11.03	0	0	0	0	0	0	0	0	0	534	4
SR	172.4104622967509	-43.695973518342264	803940.54	96177.6	0.843010128	758.74	146.73	0.193	3.329787234	0.137823404	0.023854148	0.127695432	0.485608319	0.691639333	13.40115346	5.596538369	13.8980999	11.7062998	9	0	0	0	0	0	0	4426.923816	0	14796.04754	0	0	0	0	0	0	0	16951.17722	0	0	0	0	0	0	0	0	0	0	19114.77829	0	0	1820.514461	0	0	0	0	0	9879.629304	0	10983.97954	0	0	0	0	0	72290.9368	22501.10365	465.5951485	477.6984552	10.7540609	7038.237755	70809.74703	5012.752405	12362.81026	488.53	450.39	35.62	6449.09	70200.16	4945.55	13608.14	1414.43	4375.96	67391.01	3153.77	9252.79	10063.63	488.53	37.36	0	1680.58	8393.9	469.55	5.45	0	284.37	348.77	0	701.18	0	9362.45	10.84	3.71	964.04	3630.35	450.39	1.74	60941.92	2580.47	10.63	0	8311.53	0	604.49	82.37	44.2	65.86	0	24.99	6383.23	288.93	16.51	941.26	2.47	120.78	378	5
STX	172.61030835306684	-43.4627097688219	21451.72	554.27	4.367132664	502.62	3.15	0.006	3.666666667	0.014	0.35829	0.0068306	0.256996667	-0.306527005	7.628571086	5.285714143	13.1113005	11.8716002	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1514.081056	0	0	0	0	0	0	0	11119.52698	0	0	0	0	0	0	0	0	0	0	170.0147537	0	0.470855348	50.79201606	313.1049937	0	19.88781388	157.37	0	0.44	50.78	325.98	0	19.72	0	0	376.76	0	0	19.72	157.37	0.44	0	0	0	157.37	0	0	0	157.37	0	16.7	0	3.02	0	0	0	0	0	0	325.98	0	0.44	0	0	0	0	0	0	7.61	0	0	43.17	0	0	0	0	0	449	5
SY	174.97544068180406	-37.08615945438768	4989.72	682.33	1.318040609	1287.3	34.57	0.027	3	0.06696	0.04908092	0.2778822	0.5923832	-0.0854165	16.55384575	5.269230615	13.0565996	14.408	36	0	0	0	746.8740684	134.7691188	0	351.72195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1220.923031	86.82754375	0	0	0	0	0	0	0	0	0	1.070354616	302.8659265	113.5704799	264.8185994	0.07	0	0	0	254.39	63.61	364.26	2.59	0.32	246.79	383.55	7.6	41.41	0.07	0	0	0	7.6	0	0	0	63.29	0	0	0	0	41.41	0	0	2.59	0	0	0	246.79	320.26	0	0	7.6	0	0.32	0	0	0	0	0	0	0	0.07	0	0	0	2529	20
TAS	173.05754247124298	-41.19662255439913	22156.26	827.99	2.426322222	901.29	5.29	0.006	2.75	0.024275	0.219349375	0.03394095	0.563908	-0.079011829	10.6499996	5.037500025	14.8853998	12.5695	18	0	0	0	0	0	0	268.1842	0	0	0	0	0	0	0	0	0	1309.006638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166.8201736	0	9.158480329	437.097875	129.3436003	22.85727853	62.715458	2.27	0	8.87	451.49	299.03	8.36	57.99	33.61	6.85	746.06	10.03	0	15.86	2.27	13.33	0	0	0	2.27	4.46	0	1.51	2.27	0	0	0	15.86	0	0	33.61	6.85	0	4.46	294.57	8.52	8.87	0	0	0	0	0	0	451.49	0	0	0	0	0	0	0	0	1028	7
